inspection_id,mean_ndvi
27033,0.3723350465297699
27034,0.2738039493560791
27035,0.4425183832645416
27036,0.34913989901542664
27037,0.17359867691993713
27038,0.39015674591064453
27039,0.33832019567489624
27040,0.24661895632743835
27041,0.250127911567688
27042,0.3316938579082489
27043,0.38725510239601135
27044,0.20993049442768097
27045,0.30789914727211
27046,0.3931576609611511
27047,0.31550654768943787
27048,0.427369087934494
27049,0.3189290165901184
27050,0.2995210886001587
27051,0.2166931927204132
27052,0.36848118901252747
27053,0.33607229590415955
27054,0.4998505413532257
27055,0.727313220500946
27056,0.668041467666626
27057,0.409119576215744
27058,0.43348756432533264
27059,0.3290003538131714
27060,0.3793112337589264
27061,0.3002477288246155
27062,0.3671096861362457
27063,0.39701026678085327
27064,0.3713158965110779
27065,0.3963182866573334
27066,0.32529425621032715
27067,0.3333859443664551
27068,0.5359852910041809
27069,0.585349977016449
27070,0.45219308137893677
27071,0.5342391729354858
27072,0.4584094285964966
27073,0.39605140686035156
27074,0.33336228132247925
27075,0.4227917194366455
27076,0.5603407621383667
27077,0.5399770140647888
27078,0.3539353013038635
27079,0.4309007525444031
27080,0.387214720249176
27081,0.4298275411128998
27082,0.4110349416732788
27083,0.2994265556335449
27084,0.23142896592617035
27085,0.24380740523338318
27086,0.12393232434988022
27087,0.24969498813152313
27088,0.285600483417511
27089,0.2673901915550232
27090,0.20441414415836334
27091,0.1962142139673233
27092,0.13900277018547058
27093,0.12518790364265442
27094,0.12475413829088211
27095,0.32232701778411865
27096,0.18893197178840637
27097,-0.009822968393564224
27098,-0.01502921897917986
27099,-0.013222827576100826
27100,-0.01469089463353157
27101,-0.017355279996991158
27102,-0.01079978421330452
27103,-0.02096392586827278
27104,-0.01736949197947979
27105,-0.013655421324074268
27106,-0.007336133159697056
27107,-0.00142849690746516
27108,0.6474093794822693
27109,0.23179425299167633
27110,0.37850311398506165
27111,0.5043410658836365
27112,0.40696048736572266
27113,0.3251272141933441
27114,-0.020643718540668488
27115,-0.014014216139912605
27116,-0.016444766893982887
27117,-0.0036657219752669334
27118,0.49477440118789673
27119,0.23409411311149597
27120,0.3078504502773285
27121,0.21551918983459473
27122,0.3679925501346588
27123,0.2388947606086731
27124,0.29603341221809387
27125,0.5643026828765869
27126,0.4295315444469452
27127,0.29019632935523987
27128,0.5052602291107178
27129,0.5387439131736755
27130,-0.011329973116517067
27131,0.2984277606010437
27132,0.18391849100589752
27133,0.26663702726364136
27134,0.12598946690559387
27135,0.45602428913116455
27136,0.5151861906051636
27137,0.3841066360473633
27138,0.49487942457199097
27139,0.5111078023910522
27140,0.5619308948516846
27141,0.3716907799243927
27142,0.4103735089302063
27143,0.4352271258831024
27144,0.4351021647453308
27145,0.504891037940979
27146,0.4406859278678894
